"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","Hubspot defined","Created user","Usages","Fill rate","Last Updated Time","Update Source"
"Cumulative time in ""Contract Sent (Legal) (Chain Integration)""","hs_v2_cumulative_time_in_215288220","number","The cumulative time in seconds spent by the deal in the 'Contract Sent (Legal)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.07%","",""
"Cumulative time in ""Discovery (Studio User)""","hs_v2_cumulative_time_in_239256614","number","The cumulative time in seconds spent by the deal in the 'Discovery' stage, 'Studio User' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.05%","",""
"Cumulative time in ""Active User (Studio User)""","hs_v2_cumulative_time_in_239256617","number","The cumulative time in seconds spent by the deal in the 'Active User' stage, 'Studio User' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.08%","",""
"Cumulative time in ""Committed (Studio User)""","hs_v2_cumulative_time_in_239256618","number","The cumulative time in seconds spent by the deal in the 'Committed' stage, 'Studio User' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","93.67%","",""
"Cumulative time in ""Not Interested (Studio User)""","hs_v2_cumulative_time_in_239256619","number","The cumulative time in seconds spent by the deal in the 'Not Interested' stage, 'Studio User' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.01%","",""
"Cumulative time in ""Reached Out (BD) (RaaS Partnerships)""","hs_v2_cumulative_time_in_239484765","number","The cumulative time in seconds spent by the deal in the 'Reached Out (BD)' stage, 'RaaS Partnerships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Discovery Complete (BD) (RaaS Partnerships)""","hs_v2_cumulative_time_in_239484766","number","The cumulative time in seconds spent by the deal in the 'Discovery Complete (BD)' stage, 'RaaS Partnerships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Negotiating Commercials (BD) (RaaS Partnerships)""","hs_v2_cumulative_time_in_239484767","number","The cumulative time in seconds spent by the deal in the 'Negotiating Commercials (BD)' stage, 'RaaS Partnerships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Contract Draft Sent (BD) (RaaS Partnerships)""","hs_v2_cumulative_time_in_239484768","number","The cumulative time in seconds spent by the deal in the 'Contract Draft Sent (BD)' stage, 'RaaS Partnerships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Contract Signed (Legal) (RaaS Partnerships)""","hs_v2_cumulative_time_in_239484769","number","The cumulative time in seconds spent by the deal in the 'Contract Signed (Legal)' stage, 'RaaS Partnerships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Active Partnership (RaaS Partnerships)""","hs_v2_cumulative_time_in_239484770","number","The cumulative time in seconds spent by the deal in the 'Active Partnership' stage, 'RaaS Partnerships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Closed Lost (RaaS Partnerships)""","hs_v2_cumulative_time_in_239484771","number","The cumulative time in seconds spent by the deal in the 'Closed Lost' stage, 'RaaS Partnerships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""[BD] Needs Checking ([To be merged into Studio User] Account Management Pipeline)""","hs_v2_cumulative_time_in_243828789","number","The cumulative time in seconds spent by the deal in the '[BD] Needs Checking' stage, '[To be merged into Studio User] Account Management Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.03%","",""
"Cumulative time in ""[BD] Churn Risk ([To be merged into Studio User] Account Management Pipeline)""","hs_v2_cumulative_time_in_243828790","number","The cumulative time in seconds spent by the deal in the '[BD] Churn Risk' stage, '[To be merged into Studio User] Account Management Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.01%","",""
"Cumulative time in ""[BD] Reached Out  ([To be merged into Studio User] Account Management Pipeline)""","hs_v2_cumulative_time_in_243828791","number","The cumulative time in seconds spent by the deal in the '[BD] Reached Out ' stage, '[To be merged into Studio User] Account Management Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.02%","",""
"Cumulative time in ""[BD, SolEng, DevRel] Needs Attention ([To be merged into Studio User] Account Management Pipeline)""","hs_v2_cumulative_time_in_243828792","number","The cumulative time in seconds spent by the deal in the '[BD, SolEng, DevRel] Needs Attention' stage, '[To be merged into Studio User] Account Management Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""[Admin] Housekeeping  ([To be merged into Studio User] Account Management Pipeline)""","hs_v2_cumulative_time_in_243828793","number","The cumulative time in seconds spent by the deal in the '[Admin] Housekeeping ' stage, '[To be merged into Studio User] Account Management Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.84%","",""
"Cumulative time in ""[BD] Customer Happy ([To be merged into Studio User] Account Management Pipeline)""","hs_v2_cumulative_time_in_243828794","number","The cumulative time in seconds spent by the deal in the '[BD] Customer Happy' stage, '[To be merged into Studio User] Account Management Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Closed Lost ([To be merged into Studio User] Account Management Pipeline)""","hs_v2_cumulative_time_in_243828795","number","The cumulative time in seconds spent by the deal in the 'Closed Lost' stage, '[To be merged into Studio User] Account Management Pipeline' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.02%","",""
"Cumulative time in ""Prospecting ([On hold] Indexer Acquisition)""","hs_v2_cumulative_time_in_250613655","number","The cumulative time in seconds spent by the deal in the 'Prospecting' stage, '[On hold] Indexer Acquisition' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Qualified ([On hold] Indexer Acquisition)""","hs_v2_cumulative_time_in_250613656","number","The cumulative time in seconds spent by the deal in the 'Qualified' stage, '[On hold] Indexer Acquisition' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Communication Established ([On hold] Indexer Acquisition)""","hs_v2_cumulative_time_in_250613657","number","The cumulative time in seconds spent by the deal in the 'Communication Established' stage, '[On hold] Indexer Acquisition' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Confirmation Received ([On hold] Indexer Acquisition)""","hs_v2_cumulative_time_in_250613658","number","The cumulative time in seconds spent by the deal in the 'Confirmation Received' stage, '[On hold] Indexer Acquisition' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Onboarding ([On hold] Indexer Acquisition)""","hs_v2_cumulative_time_in_250613659","number","The cumulative time in seconds spent by the deal in the 'Onboarding' stage, '[On hold] Indexer Acquisition' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Closed Won (First Query Served) ([On hold] Indexer Acquisition)""","hs_v2_cumulative_time_in_250613660","number","The cumulative time in seconds spent by the deal in the 'Closed Won (First Query Served)' stage, '[On hold] Indexer Acquisition' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Closed Lost / Below Par ([On hold] Indexer Acquisition)""","hs_v2_cumulative_time_in_250613661","number","The cumulative time in seconds spent by the deal in the 'Closed Lost / Below Par' stage, '[On hold] Indexer Acquisition' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Not Contacted ([On hold] Indexer Relations)""","hs_v2_cumulative_time_in_250788236","number","The cumulative time in seconds spent by the deal in the 'Not Contacted' stage, '[On hold] Indexer Relations' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Intro Received ([On hold] Indexer Relations)""","hs_v2_cumulative_time_in_250788237","number","The cumulative time in seconds spent by the deal in the 'Intro Received' stage, '[On hold] Indexer Relations' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
